quiz,item,type,carry_forward,objectives,stem,options,answer,rationale,source
session-04-quiz,5,single,no,2.2.2,"A company needs to give 200 distributed contractors access to a standardized Windows desktop and a fixed set of applications, managed centrally, with data staying in Azure rather than on personal laptops. Which service fits best?",A. Azure Virtual Desktop | B. Virtual machine scale sets | C. Azure App Service | D. Azure Container Apps,A,"Azure Virtual Desktop is the desktop and application virtualization service; it centralizes delivery, integrates with Microsoft Entra ID, keeps data in Azure-hosted sessions, and supports single- and multi-session Windows.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/4-virtual-desktop
session-04-quiz,6,multi-select,no,2.2.3,Which of these must you select or configure when you create an Azure virtual machine? (Select all that apply.),"A. Size (family, vCPU count, and RAM) | B. Storage disks | C. Virtual network and network interface | D. A Log Analytics query | E. An Azure Policy initiative","A, B, C","VM provisioning requires size, storage disks, and networking (virtual network, NIC, optionally a public IP). D and E are unrelated management and governance features.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/2-virtual-machines
session-04-quiz,7,single,no,2.2.2,"In the VM name `D2s_v5`, what does the `D` indicate?","A. The number of data disks attached | B. The VM family, in this case general purpose | C. The datacenter the VM runs in | D. That the VM is deallocated",B,"The base name carries the family (purpose), then vCPU count, then feature and hardware-generation indicators — `D` general purpose, `2` vCPUs, `s` premium SSD support, `v5` hardware generation.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/2-virtual-machines
session-04-quiz,8,single,no,2.2.4,"A development team wants to host a web application and a REST API in the language of their choice, with automatic scaling, built-in load balancing, and deployment from a Git repository — without managing operating systems. Which service fits best?",A. Azure Virtual Machines | B. Azure App Service | C. Azure Virtual Desktop | D. Azure Data Box,B,"App Service hosts web apps, API apps, WebJobs, and mobile back ends in multiple languages with automatic scaling, built-in load balancing, and deployment from GitHub, Azure DevOps, or any Git repo.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/7-describe-application-hosting-options
session-04-quiz,9,single,no,2.2.1 1.1.7,Which statement about Azure Functions is correct?,"A. Functions must run continuously to be able to receive events | B. Functions are stateful by default, and Durable Functions makes them stateless | C. An event triggers the function, Azure runs the code, then deallocates resources, and you are charged for the CPU time used while it runs | D. Functions can only be triggered by an HTTP request",C,"Functions are event-driven and serverless: the event wakes the function, Azure deallocates resources when it finishes, and charging is based on CPU time used. Functions are stateless by default; Durable Functions adds state. Triggers include timers and messages from other services, not only HTTP.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/6-functions
session-04-quiz,10,single,yes,1.1.7,Which requirement most strongly suggests a serverless approach rather than a virtual machine?,"A. A line-of-business application that must run 24 hours a day at steady load | B. Short tasks triggered by messages that arrive unpredictably, finishing in seconds | C. A legacy application that needs a specific OS build and custom drivers | D. A standardized desktop image for remote workers",B,"Serverless fits short, event-triggered work with variable arrival rates, because nothing needs to stay provisioned between events. A, C, and D all imply continuously running or OS-controlled infrastructure.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/6-functions
session-04-quiz,11,single,yes,1.3.1,Which scenario is the clearest example of IaaS?,A. Subscribing to a hosted email service | B. Deploying virtual machines you patch and configure yourself | C. Using a managed analytics service with built-in tooling | D. Using an event-triggered function service,B,IaaS means renting infrastructure and managing the OS and installed software yourself. A is SaaS; C and D are PaaS-style managed services.,https://learn.microsoft.com/en-us/training/modules/describe-cloud-service-types/2-describe-infrastructure-service
session-04-quiz,12,single,yes,2.1.4,"You want to delete a temporary development environment consisting of a VM, its disk, its network interface, and a public IP address, all created together. What is the cleanest way to remove everything?","A. Delete the virtual machine; the dependent resources are always removed with it | B. Delete the resource group that contains them | C. Apply a ReadOnly lock, then delete the subscription | D. Move the resources to a second resource group, then delete the original",B,"Deleting the resource group deletes everything in it, which is exactly why temporary environments are grouped. Deleting a VM does not reliably remove its disk, NIC, and public IP — the cost-management module names those leftovers as a real source of waste.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/6-describe-azure-management-infrastructure
session-05-quiz,1,single,no,2.2.5,What is the primary purpose of an Azure virtual network?,"A. To store unstructured data accessible over HTTP | B. To let Azure resources communicate with each other, with the internet, and with on-premises networks | C. To replicate data across region pairs | D. To assign role-based permissions to users",B,"Virtual networks enable communication between Azure resources, with the internet, and with on-premises clients, and provide isolation, segmentation, routing, and filtering.",https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/2-virtual-network
session-05-quiz,2,single,no,2.2.5,"A team needs two virtual networks in different Azure regions to communicate privately, with traffic staying on the Microsoft backbone rather than crossing the public internet. What should they configure?",A. A site-to-site VPN | B. Virtual network peering | C. A private endpoint | D. Azure DNS,B,Peering connects virtual networks directly; traffic stays private on the Microsoft backbone and never enters the public internet. Peered networks can be in separate regions.,https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/2-virtual-network
session-05-quiz,3,single,no,2.2.5,An employee working from a home office needs an encrypted connection from their laptop into an Azure virtual network. Which connectivity option is this?,A. Site-to-site VPN | B. Point-to-site VPN | C. ExpressRoute | D. Virtual network peering,B,Point-to-site connects an individual device from outside the environment into the virtual network. Site-to-site connects a whole on-premises network through a VPN device or gateway.,https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/3-virtual-private-networks
session-05-quiz,4,single,no,2.2.5,"An organization requires a dedicated private connection between its datacenter and Azure that does not travel over the public internet, with predictable latency and high throughput. Which option meets this?",A. Site-to-site VPN over the internet | B. Azure ExpressRoute | C. Point-to-site VPN | D. Network security groups,B,"ExpressRoute provides dedicated private connectivity that bypasses the public internet, with more reliability, faster speeds, and consistent latency. Note that DNS queries, certificate revocation checks, and CDN requests still traverse the internet.",https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/4-expressroute
session-05-quiz,5,multi-select,no,2.2.5,Which statements about Azure VPN Gateway are correct? (Select all that apply.),A. You can deploy only one VPN gateway per virtual network | B. One VPN gateway can connect to multiple locations | C. VPN gateways are deployed by default as two instances in an active/standby configuration | D. VPN gateway traffic is unencrypted because it uses the Microsoft backbone | E. A VPN gateway can serve as a failover path for an ExpressRoute connection,"A, B, C, E","One VPN gateway per virtual network, but it can serve multiple locations; the default deployment is two instances in active/standby; and a VPN gateway can back up an ExpressRoute circuit. D is false — VPN traffic is encrypted inside a tunnel across the internet.",https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/3-virtual-private-networks
session-05-quiz,6,single,no,2.2.5,Which statement about Azure DNS is correct?,"A. You can purchase domain names directly in Azure DNS | B. Azure DNS hosts DNS domains and provides name resolution, and supports private DNS zones for virtual networks | C. Azure DNS replaces the need for public IP addresses | D. Azure DNS is only available in sovereign regions",B,"Azure DNS hosts domains, resolves names on Microsoft's anycast network, and supports private DNS zones plus alias records. You cannot buy a domain name in Azure DNS — that requires App Service domains or a registrar.",https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/5-domain-name-system
session-05-quiz,7,single,no,2.2.6,What is the defining characteristic of a private endpoint?,A. It has a public IP address reachable from anywhere in the world | B. It exists within a virtual network and uses a private IP address from that network's address space | C. It encrypts all traffic between two virtual networks | D. It is a firewall rule applied at the subnet level,B,A private endpoint lives inside a virtual network with a private IP from that network's address space. A describes a public endpoint.,https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/2-virtual-network
session-05-quiz,8,yes-no,no,2.2.6,"(For each statement, answer yes or no.)",i. A public endpoint has a public IP address and can be accessed from anywhere in the world. | ii. A private endpoint uses a private IP address from the virtual network's address space. | iii. Adding a private endpoint automatically removes all public access to every resource in the subscription.,"i–yes, ii–yes, iii–no",The first two restate the definitions. The third is false: a private endpoint applies to the resource it is created for and does not change public access across a subscription. Score one point per statement.,https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/2-virtual-network
session-05-quiz,9,single,no,2.2.5,A team wants to restrict inbound traffic to a subnet so that only HTTPS from a specific address range is allowed. Which capability of Azure virtual networking handles this?,A. Virtual network peering | B. Network security groups | C. Azure DNS alias records | D. ExpressRoute Global Reach,B,"Network security groups contain inbound and outbound rules that allow or block traffic by source and destination address, port, and protocol. Peering connects networks; it does not filter.",https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/2-virtual-network
session-05-quiz,10,single,yes,1.1.4,"An organization wants to keep a regulated database on infrastructure it controls while running a public-facing application in Azure, with the two connected. Which cloud model is this, and which Azure connectivity option would support it?",A. Public cloud; virtual network peering | B. Hybrid cloud; site-to-site VPN or ExpressRoute | C. Private cloud; point-to-site VPN | D. Multicloud; Azure DNS,B,"Private infrastructure plus Azure, interconnected, is hybrid; site-to-site VPN or ExpressRoute are the two ways to link on-premises networks to a virtual network.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/5-define-cloud-models
session-05-quiz,11,single,yes,2.1.1,A design requires that a workload survive the loss of one datacenter inside a single Azure region. Which capability should the design use?,A. Region pairs | B. Availability zones | C. Sovereign regions | D. Virtual network peering,B,Availability zones are the in-region protection against a datacenter-level failure. Region pairs protect against the loss of a whole region.,https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/5-describe-azure-physical-infrastructure
session-05-quiz,12,single,yes,2.2.2,"Which option provides resiliency for a group of virtual machines against a single hardware failure or planned maintenance event within a region, at no additional charge for the grouping itself?",A. An availability set | B. A second subscription | C. A public endpoint | D. Azure Data Box,A,"Availability sets spread VMs across update and fault domains and add no cost for the set itself — you pay for the VM instances. In zone-enabled regions, zone-based designs are often preferred because they isolate larger failures.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/2-virtual-machines
session-06-quiz,1,matching,no,2.3.1,"(Match each requirement to the Azure Storage service that fits: Blob Storage, Azure Files, Queue Storage, Azure Disk Storage, Table Storage.)","i. Store and stream large video files to browsers | ii. Provide a managed file share that Windows, Linux, and macOS clients can mount concurrently | iii. Hold messages so application components can process work asynchronously | iv. Provide a block-level volume for an Azure virtual machine | v. Store large amounts of structured, non-relational data in a NoSQL store","i–Blob Storage, ii–Azure Files, iii–Queue Storage, iv–Azure Disk Storage, v–Table Storage","These are the five core Azure Storage data services and their canonical use cases. Score one point per pair, then round.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/4-describe-azure-storage-services
session-06-quiz,2,single,no,2.3.1,Which statement about Azure Blob Storage is correct?,"A. It is designed for structured relational data with enforced schemas | B. It is an object store for unstructured text and binary data, accessible over HTTP or HTTPS | C. It can only be accessed from inside the virtual network where it is created | D. It requires an Azure virtual machine to be running to serve content",B,"Blob Storage is an unstructured object store reachable over HTTP or HTTPS from anywhere, via URLs, REST API, SDKs, CLI, PowerShell, or Storage Explorer. No VM is required.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/4-describe-azure-storage-services
session-06-quiz,3,single,no,2.3.2,"Which access tier is appropriate for data that is rarely accessed, stored for at least 180 days, and can tolerate retrieval latency?",A. Hot | B. Cool | C. Cold | D. Archive,D,"Archive is for rarely accessed data stored at least 180 days with flexible latency requirements, at the lowest storage cost and highest rehydration latency.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/4-describe-azure-storage-services
session-06-quiz,4,multi-select,no,2.3.2,Which statements about blob access tiers are correct? (Select all that apply.),"A. The cool tier is intended for data stored for at least 30 days | B. The cold tier is intended for data stored for at least 90 days | C. The archive tier can be set at the storage account level | D. Hot, cool, and cold tiers can be set at the account level | E. Cool and cold tiers have lower storage costs but higher access costs","A, B, D, E","Cool is for at least 30 days, cold for at least 90 days, hot/cool/cold can be set at account level, and cool and cold trade lower storage cost for higher access cost. C is false — archive is not available at the account level, only per blob.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/4-describe-azure-storage-services
session-06-quiz,5,single,no,2.3.3 2.1.2,Which redundancy option replicates data synchronously across three availability zones in the primary region?,A. Locally redundant storage (LRS) | B. Zone-redundant storage (ZRS) | C. Geo-redundant storage (GRS) | D. Read-access geo-redundant storage (RA-GRS),B,ZRS replicates synchronously across three availability zones in the primary region and keeps data readable and writable if one zone is unavailable. LRS keeps all three copies in one datacenter. Answering this requires recalling what an availability zone is.,https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/3-redundancy
session-06-quiz,6,single,no,2.3.3 1.2.2,An organization needs the highest resilience for a critical dataset: protection against both a zone failure in the primary region and a regional disaster. Which redundancy option should they choose?,A. LRS | B. ZRS | C. GRS | D. GZRS,D,"GZRS combines zone redundancy in the primary region with geo-replication to the paired secondary region, and is Microsoft's recommendation for maximum availability and disaster-recovery resilience. GRS uses LRS in both regions, so it does not protect against a zone failure the same way. This is reliability as a cloud benefit made concrete.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/3-redundancy
session-06-quiz,7,single,no,2.3.3,"With GRS configured and no failover performed, can an application read the data in the secondary region?","A. Yes, secondary-region data is always readable | B. No, unless read access to the secondary region is enabled with the read-access variant | C. Yes, but only through AzCopy | D. No, secondary-region data is never readable under any configuration",B,"By default secondary-region data is not readable until failover occurs; reading before failover requires the read-access variants, RA-GRS or RA-GZRS.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/3-redundancy
session-06-quiz,8,multi-select,no,2.3.4,Which statements about storage accounts are correct? (Select all that apply.),A. Standard general-purpose v2 is the recommended account type for most Azure Storage scenarios | B. Storage account names must be globally unique in Azure | C. Storage account names may be 3 to 24 characters using numbers and lowercase letters only | D. Premium page blobs support all redundancy options | E. NFS file share support requires the premium file shares account type,"A, B, C, E","Standard general-purpose v2 is recommended for most scenarios; names are globally unique, 3–24 characters, lowercase letters and numbers only; NFS file shares need premium file shares. D is false — premium page blobs support LRS only.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/2-accounts
session-06-quiz,9,single,no,2.3.6,"A company must move 60 TB of archive data into Azure, and its internet connection is too slow to transfer that volume in a reasonable time. Which option fits best?",A. AzCopy | B. Azure File Sync | C. Azure Data Box | D. Azure Storage Explorer,C,"Data Box is the physical, offline transfer service for very large datasets when bandwidth is the constraint; the device has a maximum usable capacity of 80 TB and ships to and from your datacenter.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/6-identify-azure-data-migration-options
session-06-quiz,10,single,yes,2.3.5,"Which tool keeps an on-premises Windows file server bidirectionally synchronized with Azure Files, with frequently accessed files cached locally?",A. AzCopy | B. Azure File Sync | C. Azure Migrate | D. Azure Storage Explorer,B,Azure File Sync keeps a Windows server bidirectionally synced with Azure Files and supports cloud tiering so hot files stay local. AzCopy synchronizes in one direction only.,https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/7-identify-azure-file-movement-options
session-06-quiz,11,single,yes,2.3.6,"A team needs to assess an on-premises server estate and then migrate those servers to Azure, tracking the whole effort from one place. Which service is designed for this?",A. Azure Data Box | B. Azure Migrate | C. Azure Arc | D. Azure Advisor,B,"Azure Migrate is the hub for discovery, assessment, and migration of on-premises infrastructure, with server, database, and web app migration tooling in one portal.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/6-identify-azure-data-migration-options
session-06-quiz,12,single,yes,2.2.3,"When creating a virtual machine, which choice most directly affects the VM's storage performance?",A. The resource group name | B. The disk type and configuration selected for the VM | C. The tags applied to the VM | D. The subscription's billing cycle,B,"Disk type and configuration drive storage capacity, IOPS, and throughput for a VM. Names, tags, and billing cycles have no performance effect.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/2-virtual-machines
session-07-quiz,1,single,no,2.4.1,"An organization has applications that require traditional domain features — domain join, group policy, LDAP, and Kerberos or NTLM authentication — but does not want to deploy and maintain domain controllers in Azure. Which service fits?",A. Microsoft Entra ID | B. Microsoft Entra Domain Services | C. Microsoft Entra Connect | D. Microsoft Defender for Cloud,B,"Microsoft Entra Domain Services provides a managed domain — domain join, group policy, LDAP, Kerberos/NTLM — without deploying domain controllers. Entra ID is the cloud identity service; Entra Connect synchronizes on-premises Active Directory with Entra ID.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/2-directory-services
session-07-quiz,2,single,no,2.4.2,Which three passwordless authentication options does Microsoft Entra ID support?,"A. SMS codes, security questions, and email links | B. Windows Hello for Business, the Microsoft Authenticator app, and FIDO2 security keys | C. Smart cards, RADIUS tokens, and one-time passwords | D. Password managers, biometrics, and CAPTCHA",B,"The three supported passwordless options are Windows Hello for Business, the Microsoft Authenticator app, and FIDO2 security keys. SMS and one-time codes are additional MFA factors, not passwordless methods.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/3-authentication-methods
session-07-quiz,3,single,no,2.4.3,"A supplier's staff need access to one internal application using their own work identities, and they should appear in your directory as guests. Which capability is this?",A. B2B collaboration | B. B2B direct connect | C. Microsoft Entra External ID for customers | D. Microsoft Entra Domain Services,A,"B2B collaboration lets external users sign in with their preferred identity and represents them in your directory, typically as guests. B2B direct connect users are not represented in your directory. External ID for customers (formerly Azure AD B2C) is for consumer-facing apps.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/4-external-identities
session-07-quiz,4,single,no,2.4.4,"During sign-in, Conditional Access performs which sequence?","A. Encrypt, transmit, decrypt | B. Collect signals, make a decision, enforce the decision | C. Authenticate, authorize, audit | D. Assess, secure, defend",B,"Conditional Access collects signals such as user, location, device, and application, decides based on them, and enforces by allowing, blocking, or challenging for MFA. D is the Defender for Cloud framing.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/5-conditional-access
session-07-quiz,5,single,no,2.4.5,You assign the Reader role to a group at subscription scope. What can members of that group do?,A. Read every resource group and resource in that subscription | B. Read only the resources created after the assignment | C. Read and modify resources in the subscription | D. Nothing until the role is also assigned at each resource group,A,"RBAC is hierarchical: a role assigned at a parent scope is inherited by all child scopes, so Reader at subscription scope covers every resource group and resource beneath it, existing and future.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/6-role-based-access-control
session-07-quiz,6,single,no,2.4.5,Which statement about Azure RBAC is correct?,"A. RBAC uses a deny model, so the most restrictive assignment wins | B. RBAC uses an allow model, so permissions from multiple assignments combine | C. RBAC enforces permissions inside applications and at the data level | D. RBAC assignments do not inherit to child scopes",B,"RBAC uses an allow model — if one assignment grants read and another grants write on the same scope, you have both. It is enforced through Azure Resource Manager and does not reach inside applications or data.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/6-role-based-access-control
session-07-quiz,7,single,no,2.4.6,Which three principles guide the Zero Trust model?,"A. Trust but verify, defend the perimeter, encrypt everything | B. Verify explicitly, use least privilege access, assume breach | C. Authenticate, authorize, account | D. Detect, respond, recover",B,"Verify explicitly, use least privilege access, assume breach. Zero Trust replaces the assumption that a location inside the network is inherently safe.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/7-describe-zero-trust-model
session-07-quiz,8,single,no,2.4.7,"In the defense-in-depth model, which layer uses DDoS protection to filter large-scale attacks before they cause a denial of service for users?",A. The network layer | B. The perimeter layer | C. The compute layer | D. The identity and access layer,B,The perimeter layer uses DDoS protection and perimeter firewalls to filter and alert on large-scale attacks. The network layer limits communication between resources through segmentation and access controls.,https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/8-describe-defense-depth
session-07-quiz,9,single,yes,2.4.8,"A security team wants a single place to see a score representing their security posture, receive prioritized hardening recommendations aligned to a security benchmark, and get alerts on detected threats — covering Azure, on-premises servers, and workloads in AWS. Which service provides this?",A. Azure Monitor | B. Microsoft Defender for Cloud | C. Azure Policy | D. Microsoft Entra Conditional Access,B,"Defender for Cloud provides security posture management with a secure score, recommendations aligned to the Microsoft cloud security benchmark, and security alerts, spanning Azure, hybrid via Azure Arc, and other clouds including AWS and GCP.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/9-describe-microsoft-defender-for-cloud
session-07-quiz,10,single,yes,1.1.2 1.2.3,"For a platform-as-a-service database, which responsibilities remain with the customer?","A. Patching the database engine and the underlying operating system | B. The data stored in the database, and the identities and access granted to it | C. The physical hosts and physical network | D. Nothing; PaaS transfers all responsibility to the provider",B,"Data, identities, and access always remain the customer's responsibility. In PaaS the provider maintains the platform and operating system, and the physical layers are always the provider's.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/4-describe-shared-responsibility-model
session-08-quiz,1,multi-select,no,3.1.1,Which of these affect what an Azure resource costs? (Select all that apply.),"A. The resource type and the settings chosen for it | B. The region where the resource is deployed | C. The number of tags applied to the resource | D. The subscription type, which may include usage allowances | E. Third-party charges for solutions purchased through Azure Marketplace","A, B, D, E","Resource type and settings, geography, subscription type, and Azure Marketplace third-party billing are all named cost factors, along with consumption and maintenance. Tag count has no cost effect — tags help you *report* on cost.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/2-describe-factors-affect-costs-azure
session-08-quiz,2,single,no,3.1.1,"A team provisions a virtual machine, then deletes the VM but leaves its disks, network interface, and public IP address in place. What is the cost consequence?",A. None; dependent resources are always deleted with the VM | B. The leftover resources continue to incur charges until they are removed | C. The resources are billed at half rate while unattached | D. Azure automatically deletes unattached resources after 24 hours,B,"Deprovisioning a VM does not necessarily deprovision the storage and networking resources created with it, and those keep charging. This is the maintenance cost factor.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/2-describe-factors-affect-costs-azure
session-08-quiz,3,single,no,3.1.1,Moving data out of an Azure datacenter is priced using which concept?,"A. Availability zones | B. Billing zones, which are geographical groupings of regions used for data-transfer pricing | C. Region pairs | D. Management groups",B,"Billing zones are geographical groupings of regions used specifically for data-transfer pricing, and are not the same thing as availability zones. Some inbound transfers are free; outbound is priced by zone.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/2-describe-factors-affect-costs-azure
session-08-quiz,4,single,no,3.1.2,Which statement about the Azure pricing calculator is correct?,"A. Adding resources to the calculator provisions them in your subscription | B. It produces an estimate only, and nothing is provisioned or charged | C. It reports your actual spend for the current billing cycle | D. It replaced Microsoft Cost Management",B,"The pricing calculator is informational; prices are estimates, nothing is provisioned, and you are not charged for what you model. Note that the Total Cost of Ownership (TCO) calculator has been retired.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/3-compare-pricing-total-cost-of-ownership-calculators
session-08-quiz,5,single,no,3.1.2,A team wants to compare the monthly estimated cost of the same three-tier design in two different regions before deploying anything. Which tool should they use?,A. Microsoft Cost Management cost analysis | B. The Azure pricing calculator | C. Azure Advisor | D. Azure Monitor,B,"The pricing calculator estimates costs before deployment and supports comparing regions, service tiers, and redundancy options. Cost analysis reports on spend that has already happened.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/3-compare-pricing-total-cost-of-ownership-calculators
session-08-quiz,6,single,no,3.1.3,"Which feature of Microsoft Cost Management lets you view accumulated costs broken down by subscription, resource group, or service to find where spend is accruing?",A. Cost analysis | B. Budget alerts | C. Resource locks | D. Azure Policy compliance state,A,"Cost analysis is the Cost Management feature that visualizes and aggregates costs by billing cycle, subscription, resource group, resource, region, or service.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/6-describe-azure-tool
session-08-quiz,7,multi-select,no,3.1.3,Which statements about budgets and cost alerts are correct? (Select all that apply.),"A. A budget can be scoped to a subscription, resource group, or service type | B. Setting a budget automatically stops all spending when the limit is reached | C. Budget alerts notify recipients when spending crosses a threshold you define | D. Budgets can trigger automation that suspends or modifies resources at a threshold | E. Credit alerts and department spending quota alerts are both types of cost alert","A, C, D, E","Budgets can be scoped several ways, alert at thresholds you define, and can trigger automation such as shutting down nonproduction resources. The three cost alert types are budget, credit, and department spending quota. B is false — a budget alerts and can trigger automation, but does not itself halt spending.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/6-describe-azure-tool
session-08-quiz,8,single,no,3.1.4,Which statement about resource tags is correct?,"A. Resources inherit tags from their resource group and subscription automatically | B. Tags are name and value pairs that are not inherited, and Azure Policy can enforce required tags | C. Tags can only be applied through the Azure portal | D. Every resource must carry the same set of tags",B,"Tags are name and value metadata, are not inherited from subscriptions or resource groups, can be managed through the portal, PowerShell, CLI, ARM templates, or REST API, and can be required and reapplied through Azure Policy.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/7-describe-purpose-of-tags
session-08-quiz,9,single,no,3.1.4,An organization wants monthly cost reports broken down by internal cost center and by environment. What is the prerequisite?,A. A separate subscription per cost center | B. A consistent tagging strategy applied to the resources | C. A resource lock on each resource group | D. Read access to the pricing calculator,B,Cost reporting by cost center and environment depends on consistent tags such as CostCenter and Environment. Separate subscriptions are one way to divide billing but are not required to report this way.,https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/7-describe-purpose-of-tags
session-08-quiz,10,single,yes,1.1.6,"A workload runs a predictable, constant compute load and the team can commit financially for three years, but wants flexibility in which VM series it uses over that period. Which option fits best?",A. A reservation for a specific VM size | B. Azure savings plan for compute | C. Azure Spot Virtual Machines | D. Pay-as-you-go,B,"A savings plan commits to an hourly spend on eligible compute rather than to a specific resource, which is exactly the flexibility described. A reservation would lock the VM size.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/2-describe-factors-affect-costs-azure
session-08-quiz,11,single,yes,2.3.2,Storage costs need to come down for a dataset that is accessed a few times a year but must remain immediately readable. Which change is most appropriate?,A. Move the data to the archive tier | B. Move the data to the cool or cold tier | C. Change redundancy from GZRS to LRS and keep the hot tier | D. Delete the data and re-upload when needed,B,"Cool and cold tiers lower storage cost for infrequently accessed data while keeping it immediately readable. Archive has the lowest storage cost but requires rehydration, so the data is not immediately readable.",https://learn.microsoft.com/en-us/training/modules/describe-azure-storage-services/4-describe-azure-storage-services
session-08-quiz,12,single,yes,2.4.5,A finance analyst must review cost data for a subscription but must not be able to change any resources. Which approach follows least privilege?,A. Assign Owner at the subscription scope | B. Assign Contributor at the subscription scope | C. Assign a read-level role at the subscription scope | D. Apply a ReadOnly resource lock to every resource group,C,"Least privilege means granting only the access needed — a read-level role at the scope where the analyst needs visibility. Owner and Contributor both allow changes; a resource lock restricts everyone, not just this analyst, and is not an access-control mechanism.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/6-role-based-access-control
session-09-quiz,1,single,no,3.2.2,What is the purpose of Azure Policy?,"A. To control who can perform actions on Azure resources | B. To create, assign, and manage rules that control or audit resource configurations so they stay compliant with your standards | C. To prevent resources from being deleted | D. To monitor application performance and availability",B,"Azure Policy creates, assigns, and manages rules that control or audit resource configuration for compliance with your standards. A is RBAC, C is resource locks, D is Azure Monitor.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/3-describe-purpose-azure-policy
session-09-quiz,2,single,no,3.2.2,What is an Azure Policy initiative?,A. A single policy rule applied to one resource | B. A group of related policy definitions assigned and tracked together toward a larger compliance goal | C. A role assignment that spans multiple subscriptions | D. A cost budget with an alert threshold,B,An initiative groups related policy definitions so compliance can be tracked toward a larger goal; Microsoft's monitoring initiative alone contains over 100 definitions.,https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/3-describe-purpose-azure-policy
session-09-quiz,3,single,no,3.2.2,You assign a policy at a resource group that restricts VM sizes. Which resources does it affect?,"A. Only resources created after the assignment | B. Only resources explicitly added to the policy scope | C. All resources in that resource group, including existing VMs, which are evaluated and monitored for compliance | D. Nothing until the policy is assigned on each resource individually",C,Policy applies to everything in the assigned scope through inheritance and evaluates existing resources as well as new ones — including VMs created before the policy existed.,https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/3-describe-purpose-azure-policy
